Weight,City,State,Temperature,Season,Income_Level,Stress_Level,Sleep_Hours,Work_Life_Balance,Context,Recommended_Food
97,Varanasi,Uttar Pradesh,40,Summer,Medium,Low,6,Good,Rural,Tandoori Chicken Salad
97,Ahmedabad,Gujarat,39,Autumn,Medium,Medium,9,Poor,Rural,Aloo Gobi
67,Ludhiana,Punjab,17,Monsoon,Medium,High,9,Good,Rural,Samosa
84,Delhi,Delhi,31,Monsoon,Low,Medium,4,Excellent,Urban,Moong Dal Khichdi
78,Guwahati,Assam,14,Summer,Low,Low,7,Average,Urban,Sprout Salad
52,Ludhiana,Punjab,27,Winter,Low,Low,7,Good,Urban,Roti with Dal Tadka
66,Nagpur,Maharashtra,36,Autumn,High,Low,6,Poor,Urban,Vegetable Pulao
98,Patna,Bihar,37,Summer,Low,Medium,6,Poor,Urban,Aam Panna
86,Agra,Uttar Pradesh,20,Winter,Medium,Low,4,Poor,Urban,Mutton Rogan Josh
79,Chandigarh,Chandigarh,24,Autumn,High,Medium,9,Good,Urban,Vegetable Pulao
66,Srinagar,Jammu and Kashmir,35,Monsoon,High,High,5,Excellent,Rural,Kadai Paneer
58,Agra,Uttar Pradesh,15,Summer,Low,Medium,7,Good,Rural,Aloo Gobi
84,Delhi,Delhi,18,Monsoon,Low,High,4,Good,Rural,Vegetable Pulao
89,Varanasi,Uttar Pradesh,37,Monsoon,High,Medium,6,Good,Urban,Aloo Gobi
87,Pune,Maharashtra,31,Autumn,Low,Medium,6,Good,Rural,Aloo Gobi
99,Visakhapatnam,Andhra Pradesh,28,Summer,Low,Low,7,Good,Rural,Sprout Salad
76,Mumbai,Maharashtra,27,Summer,High,Low,4,Average,Rural,Aloo Gobi
51,Pune,Maharashtra,21,Summer,High,Low,9,Poor,Rural,Sprout Salad
67,Nagpur,Maharashtra,27,Autumn,High,Low,7,Good,Rural,Vegetable Pulao
57,Pune,Maharashtra,39,Autumn,High,Low,6,Poor,Urban,Vegetable Pulao
63,Mumbai,Maharashtra,42,Autumn,Medium,Low,9,Poor,Urban,Roti with Dal Tadka
85,Srinagar,Jammu and Kashmir,26,Monsoon,Low,Low,6,Good,Rural,Roti with Dal Tadka
64,Ludhiana,Punjab,31,Winter,High,High,7,Poor,Rural,Rajma Chawal
68,Guwahati,Assam,39,Winter,Medium,High,5,Average,Rural,Roti with Dal Tadka
63,Indore,Madhya Pradesh,39,Winter,High,High,7,Good,Urban,Dal Makhani
62,Bhopal,Madhya Pradesh,23,Winter,Medium,Low,7,Good,Rural,Chole Bhature
51,Ludhiana,Punjab,24,Winter,High,Low,5,Average,Rural,Sprout Salad
67,Pune,Maharashtra,24,Monsoon,Low,High,7,Good,Rural,Corn on the Cob (Bhutta)
59,Varanasi,Uttar Pradesh,30,Summer,Medium,High,8,Poor,Urban,Sprout Salad
51,Guwahati,Assam,29,Winter,High,Medium,9,Average,Rural,Chole Bhature
86,Ludhiana,Punjab,13,Autumn,High,High,6,Average,Urban,Rajma Chawal
94,Bhopal,Madhya Pradesh,25,Autumn,Medium,Medium,5,Average,Rural,Vegetable Pulao
72,Pune,Maharashtra,37,Winter,High,Medium,6,Excellent,Rural,Paneer Butter Masala
86,Indore,Madhya Pradesh,27,Winter,High,High,5,Good,Urban,Sarson ka Saag with Makki di Roti
91,Kochi,Kerala,38,Monsoon,Low,High,9,Excellent,Rural,Roti with Dal Tadka
93,Chennai,Tamil Nadu,33,Autumn,Low,High,5,Good,Urban,Aloo Gobi
55,Agra,Uttar Pradesh,37,Summer,Medium,Low,7,Excellent,Rural,Kulfi
83,Lucknow,Uttar Pradesh,15,Summer,High,Medium,6,Poor,Urban,Curd Rice
63,Pune,Maharashtra,10,Monsoon,Medium,Low,5,Excellent,Urban,Tandoori Chicken Salad
64,Ludhiana,Punjab,32,Autumn,High,Low,6,Average,Urban,Vegetable Pulao
70,Lucknow,Uttar Pradesh,36,Monsoon,Low,High,4,Good,Urban,Roti with Dal Tadka
88,Delhi,Delhi,30,Monsoon,Low,Low,9,Excellent,Rural,Roti with Dal Tadka
68,Ahmedabad,Gujarat,16,Winter,Medium,High,4,Good,Rural,Gajar ka Halwa
79,Chandigarh,Chandigarh,39,Winter,Medium,High,6,Excellent,Urban,Gajar ka Halwa
58,Chandigarh,Chandigarh,14,Winter,Low,Medium,7,Excellent,Rural,Chole Bhature
94,Agra,Uttar Pradesh,34,Autumn,Low,High,5,Good,Urban,Aloo Gobi
81,Agra,Uttar Pradesh,24,Autumn,Low,Low,6,Good,Rural,Sprout Salad
78,Srinagar,Jammu and Kashmir,13,Winter,High,High,6,Excellent,Rural,Rajma Chawal
66,Delhi,Delhi,22,Monsoon,High,Low,4,Average,Urban,Moong Dal Khichdi
51,Agra,Uttar Pradesh,14,Winter,Medium,High,8,Average,Rural,Paneer Butter Masala
85,Hyderabad,Telangana,34,Winter,Low,High,5,Poor,Urban,Paneer Butter Masala
57,Srinagar,Jammu and Kashmir,25,Monsoon,Low,Medium,4,Poor,Urban,Pakoras with Chai
80,Chennai,Tamil Nadu,13,Monsoon,Medium,Low,9,Excellent,Rural,Aloo Gobi
54,Kochi,Kerala,39,Summer,High,Medium,6,Average,Rural,Vegetable Pulao
68,Ludhiana,Punjab,40,Autumn,Medium,High,6,Good,Rural,Aloo Gobi
68,Agra,Uttar Pradesh,18,Monsoon,High,Medium,4,Poor,Rural,Corn on the Cob (Bhutta)
54,Surat,Gujarat,12,Winter,Medium,Medium,6,Excellent,Urban,Roti with Dal Tadka
94,Kochi,Kerala,35,Autumn,High,Low,7,Average,Urban,Vegetable Pulao
95,Agra,Uttar Pradesh,29,Monsoon,High,Low,6,Good,Urban,Sprout Salad
59,Ludhiana,Punjab,29,Winter,High,Low,6,Good,Urban,Quinoa Upma
85,Patna,Bihar,14,Winter,Low,High,7,Poor,Urban,Paneer Butter Masala
87,Visakhapatnam,Andhra Pradesh,36,Winter,High,High,7,Average,Urban,Vegetable Pulao
59,Visakhapatnam,Andhra Pradesh,22,Winter,High,Low,7,Poor,Rural,Paneer Butter Masala
53,Kolkata,West Bengal,35,Monsoon,High,High,5,Excellent,Rural,Chole Bhature
62,Mumbai,Maharashtra,36,Monsoon,Low,Low,7,Average,Urban,Quinoa Upma
85,Chandigarh,Chandigarh,13,Autumn,Low,Medium,9,Good,Rural,Aloo Gobi
92,Pune,Maharashtra,29,Monsoon,Low,High,5,Good,Rural,Moong Dal Khichdi
65,Guwahati,Assam,23,Autumn,High,Medium,9,Good,Urban,Roti with Dal Tadka
83,Mumbai,Maharashtra,33,Monsoon,High,High,6,Average,Urban,Roti with Dal Tadka
80,Nagpur,Maharashtra,41,Monsoon,Low,High,8,Excellent,Urban,Vegetable Pulao
67,Ludhiana,Punjab,11,Autumn,Medium,Low,7,Average,Rural,Aloo Gobi
60,Pune,Maharashtra,36,Winter,Medium,Medium,7,Average,Rural,Sarson ka Saag with Makki di Roti
87,Guwahati,Assam,33,Summer,Medium,Medium,9,Excellent,Rural,Lemon Rice
59,Visakhapatnam,Andhra Pradesh,22,Winter,Low,High,5,Average,Rural,Paneer Butter Masala
61,Ludhiana,Punjab,39,Winter,Low,Medium,7,Average,Urban,Paneer Butter Masala
92,Patna,Bihar,23,Monsoon,Low,High,9,Good,Rural,Rajma Chawal
61,Hyderabad,Telangana,42,Monsoon,High,High,5,Excellent,Rural,Roti with Dal Tadka
56,Ahmedabad,Gujarat,35,Summer,Medium,Medium,6,Poor,Rural,Aam Panna
79,Nagpur,Maharashtra,25,Monsoon,Medium,Medium,7,Excellent,Urban,Corn on the Cob (Bhutta)
98,Lucknow,Uttar Pradesh,31,Summer,High,Medium,5,Poor,Urban,Paneer Butter Masala
56,Mumbai,Maharashtra,42,Winter,Medium,Low,8,Average,Urban,Vada Pav
99,Indore,Madhya Pradesh,16,Summer,High,Low,8,Good,Rural,Tandoori Chicken Salad
62,Kochi,Kerala,20,Winter,Medium,Low,8,Poor,Rural,Oats Idli
100,Visakhapatnam,Andhra Pradesh,29,Autumn,Low,Medium,5,Poor,Rural,Chole Bhature
89,Bangalore,Karnataka,18,Autumn,Low,Medium,9,Average,Urban,Roti with Dal Tadka
61,Chennai,Tamil Nadu,29,Autumn,High,High,7,Good,Urban,Vegetable Pulao
86,Srinagar,Jammu and Kashmir,22,Summer,Medium,Low,5,Good,Rural,Kulfi
65,Kochi,Kerala,15,Monsoon,Medium,Medium,8,Poor,Rural,Vegetable Pulao
100,Ludhiana,Punjab,42,Winter,High,High,8,Poor,Rural,Sarson ka Saag with Makki di Roti
90,Bangalore,Karnataka,31,Summer,Medium,Low,4,Average,Urban,Sprout Salad
87,Agra,Uttar Pradesh,26,Autumn,Low,Medium,9,Average,Urban,Paneer Butter Masala
60,Guwahati,Assam,19,Summer,Medium,Low,6,Good,Urban,Quinoa Upma
83,Hyderabad,Telangana,12,Winter,Low,High,6,Good,Rural,Vegetable Pulao
66,Ahmedabad,Gujarat,16,Autumn,Low,Medium,4,Excellent,Urban,Vegetable Pulao
58,Bhopal,Madhya Pradesh,36,Winter,Low,Low,8,Excellent,Urban,Tandoori Chicken Salad
64,Kochi,Kerala,13,Summer,High,High,7,Excellent,Rural,Aloo Gobi
70,Lucknow,Uttar Pradesh,31,Autumn,Medium,High,6,Average,Rural,Vegetable Pulao
90,Bhopal,Madhya Pradesh,30,Autumn,Medium,Low,9,Average,Urban,Chole Bhature
78,Kochi,Kerala,29,Monsoon,Medium,Medium,9,Excellent,Urban,Paneer Butter Masala
71,Chandigarh,Chandigarh,38,Summer,Low,High,7,Good,Rural,Paneer Butter Masala
53,Srinagar,Jammu and Kashmir,38,Summer,High,High,5,Good,Urban,Chole Bhature
97,Pune,Maharashtra,41,Autumn,Medium,High,6,Average,Rural,Kadai Paneer
53,Lucknow,Uttar Pradesh,29,Summer,Low,Medium,7,Good,Urban,Paneer Butter Masala
72,Kolkata,West Bengal,12,Winter,Low,Low,9,Excellent,Rural,Dal Makhani
59,Hyderabad,Telangana,25,Summer,High,Low,6,Average,Urban,Hyderabadi Dum Biryani
95,Nagpur,Maharashtra,21,Winter,Medium,Low,7,Good,Urban,Quinoa Upma
87,Ahmedabad,Gujarat,35,Monsoon,Medium,Low,9,Poor,Urban,Vegetable Pulao
93,Chandigarh,Chandigarh,24,Summer,High,Medium,4,Excellent,Urban,Curd Rice
93,Chandigarh,Chandigarh,18,Summer,Low,High,9,Excellent,Urban,Dal Makhani
59,Patna,Bihar,12,Monsoon,Medium,High,4,Excellent,Urban,Samosa
62,Bhopal,Madhya Pradesh,42,Monsoon,High,Medium,9,Average,Rural,Vegetable Pulao
72,Kolkata,West Bengal,34,Monsoon,Low,High,9,Poor,Urban,Moong Dal Khichdi
66,Kolkata,West Bengal,25,Monsoon,Medium,Medium,8,Poor,Rural,Chole Bhature
89,Guwahati,Assam,42,Summer,Low,High,9,Poor,Urban,Lemon Rice
74,Patna,Bihar,27,Monsoon,Low,High,5,Poor,Urban,Moong Dal Khichdi
92,Jaipur,Rajasthan,21,Summer,High,High,5,Good,Rural,Rajma Chawal
56,Nagpur,Maharashtra,19,Autumn,Low,Medium,6,Good,Rural,Vegetable Pulao
56,Srinagar,Jammu and Kashmir,34,Autumn,High,Medium,6,Poor,Urban,Paneer Butter Masala
79,Indore,Madhya Pradesh,12,Monsoon,High,High,4,Average,Rural,Vegetable Pulao
85,Pune,Maharashtra,18,Summer,Low,Medium,7,Good,Rural,Kulfi
57,Varanasi,Uttar Pradesh,17,Monsoon,Medium,Low,8,Good,Rural,Paneer Butter Masala
100,Mumbai,Maharashtra,23,Winter,High,High,8,Average,Rural,Chole Bhature
78,Kolkata,West Bengal,41,Monsoon,Low,High,9,Average,Rural,Moong Dal Khichdi
51,Mumbai,Maharashtra,10,Summer,Medium,High,6,Excellent,Rural,Curd Rice
81,Bhopal,Madhya Pradesh,10,Summer,Medium,High,9,Average,Urban,Vegetable Pulao
66,Kochi,Kerala,28,Winter,High,Low,6,Good,Rural,Mutton Rogan Josh
53,Kolkata,West Bengal,28,Summer,High,Low,4,Good,Urban,Roti with Dal Tadka
86,Delhi,Delhi,29,Monsoon,Low,High,8,Excellent,Rural,Vegetable Pulao
72,Bhopal,Madhya Pradesh,37,Summer,Low,Medium,4,Good,Rural,Paneer Butter Masala
72,Visakhapatnam,Andhra Pradesh,20,Monsoon,Low,High,8,Excellent,Rural,Samosa
93,Guwahati,Assam,30,Summer,High,High,5,Good,Urban,Aam Panna
50,Indore,Madhya Pradesh,38,Winter,Low,Medium,4,Poor,Urban,Vegetable Pulao
86,Ahmedabad,Gujarat,40,Summer,Low,Medium,9,Excellent,Rural,Roti with Dal Tadka
72,Chandigarh,Chandigarh,38,Autumn,High,Medium,5,Average,Rural,Aloo Gobi
85,Nagpur,Maharashtra,24,Summer,High,High,5,Good,Urban,Paneer Butter Masala
60,Indore,Madhya Pradesh,33,Monsoon,Medium,High,9,Poor,Rural,Chole Bhature
94,Visakhapatnam,Andhra Pradesh,19,Winter,Low,Low,6,Poor,Urban,Tandoori Chicken Salad
79,Visakhapatnam,Andhra Pradesh,32,Autumn,High,Medium,7,Average,Urban,Roti with Dal Tadka
87,Visakhapatnam,Andhra Pradesh,39,Winter,Medium,Low,6,Average,Rural,Paneer Butter Masala
55,Kolkata,West Bengal,32,Autumn,Medium,High,6,Poor,Rural,Rajma Chawal
90,Srinagar,Jammu and Kashmir,20,Autumn,Medium,Medium,9,Poor,Urban,Chole Bhature
80,Mumbai,Maharashtra,28,Autumn,High,Medium,4,Average,Rural,Chole Bhature
69,Lucknow,Uttar Pradesh,42,Monsoon,Low,High,7,Poor,Urban,Corn on the Cob (Bhutta)
76,Srinagar,Jammu and Kashmir,25,Monsoon,High,Medium,4,Excellent,Urban,Samosa
84,Agra,Uttar Pradesh,22,Monsoon,Low,Low,7,Average,Rural,Pakoras with Chai
70,Surat,Gujarat,25,Monsoon,Low,Low,8,Good,Urban,Moong Dal Khichdi
59,Varanasi,Uttar Pradesh,25,Winter,Medium,Medium,4,Good,Urban,Aloo Gobi
100,Chandigarh,Chandigarh,38,Monsoon,Low,Medium,9,Good,Urban,Chole Bhature
86,Nagpur,Maharashtra,28,Winter,Medium,Medium,8,Good,Urban,Sarson ka Saag with Makki di Roti
72,Bhopal,Madhya Pradesh,30,Winter,High,Medium,4,Good,Rural,Dal Makhani
67,Kolkata,West Bengal,17,Summer,High,High,7,Good,Rural,Kadai Paneer
92,Srinagar,Jammu and Kashmir,14,Summer,Low,High,9,Average,Rural,Kadai Paneer
95,Ludhiana,Punjab,25,Winter,Medium,Medium,9,Average,Urban,Mutton Rogan Josh
73,Bangalore,Karnataka,39,Autumn,Medium,Low,5,Poor,Rural,Oats Idli
58,Chandigarh,Chandigarh,39,Winter,High,Low,9,Good,Rural,Paneer Butter Masala
52,Patna,Bihar,39,Summer,Medium,Medium,6,Good,Rural,Aam Panna
72,Varanasi,Uttar Pradesh,11,Summer,Medium,High,9,Poor,Rural,Kadai Paneer
94,Hyderabad,Telangana,25,Winter,Medium,High,7,Average,Urban,Dal Makhani
53,Ahmedabad,Gujarat,14,Monsoon,Medium,Medium,7,Average,Rural,Chole Bhature
70,Bangalore,Karnataka,26,Winter,Low,Low,6,Poor,Rural,Tandoori Chicken Salad
64,Chennai,Tamil Nadu,35,Monsoon,High,High,8,Poor,Rural,Paneer Butter Masala
71,Pune,Maharashtra,31,Summer,High,High,8,Average,Urban,Vegetable Pulao
76,Pune,Maharashtra,29,Autumn,High,High,7,Good,Rural,Aloo Gobi
98,Delhi,Delhi,40,Monsoon,Low,High,7,Excellent,Rural,Corn on the Cob (Bhutta)
68,Kochi,Kerala,34,Autumn,High,High,5,Excellent,Rural,Chole Bhature
81,Nagpur,Maharashtra,28,Summer,High,High,8,Poor,Rural,Vegetable Pulao
73,Chandigarh,Chandigarh,35,Summer,Medium,High,7,Poor,Urban,Chole Bhature
94,Hyderabad,Telangana,37,Summer,High,Low,7,Average,Urban,Chole Bhature
97,Chennai,Tamil Nadu,27,Summer,Low,Low,4,Good,Rural,Roti with Dal Tadka
71,Pune,Maharashtra,20,Winter,Low,Low,7,Poor,Rural,Aloo Gobi
57,Bhopal,Madhya Pradesh,39,Winter,High,Low,8,Poor,Urban,Roti with Dal Tadka
78,Surat,Gujarat,20,Winter,High,Low,9,Excellent,Rural,Tandoori Chicken Salad
82,Delhi,Delhi,14,Winter,Medium,High,6,Average,Urban,Chole Bhature
93,Kochi,Kerala,16,Monsoon,Low,Low,7,Excellent,Rural,Tandoori Chicken Salad
87,Lucknow,Uttar Pradesh,12,Monsoon,High,Low,7,Poor,Rural,Oats Idli
94,Srinagar,Jammu and Kashmir,42,Autumn,High,High,6,Poor,Rural,Kadai Paneer
62,Hyderabad,Telangana,23,Autumn,Low,High,8,Poor,Rural,Rajma Chawal
72,Delhi,Delhi,16,Summer,Low,Medium,4,Excellent,Rural,Kulfi
75,Ahmedabad,Gujarat,41,Winter,Low,High,4,Excellent,Urban,Rajma Chawal
73,Varanasi,Uttar Pradesh,24,Summer,High,Medium,9,Average,Rural,Paneer Butter Masala
76,Indore,Madhya Pradesh,32,Autumn,Low,High,5,Excellent,Rural,Aloo Gobi
78,Guwahati,Assam,31,Autumn,High,High,5,Good,Rural,Dal Makhani
51,Srinagar,Jammu and Kashmir,10,Monsoon,High,High,8,Poor,Urban,Vegetable Pulao
96,Ludhiana,Punjab,13,Winter,Medium,Low,5,Average,Urban,Paneer Butter Masala
51,Srinagar,Jammu and Kashmir,25,Winter,High,Medium,5,Excellent,Urban,Paneer Butter Masala
59,Nagpur,Maharashtra,35,Winter,High,High,9,Excellent,Rural,Gajar ka Halwa
52,Surat,Gujarat,14,Monsoon,Medium,Medium,6,Good,Urban,Roti with Dal Tadka
72,Kochi,Kerala,38,Summer,High,High,7,Good,Rural,Aloo Gobi
84,Visakhapatnam,Andhra Pradesh,39,Autumn,High,High,4,Good,Rural,Dal Makhani
94,Bhopal,Madhya Pradesh,16,Winter,High,Medium,6,Poor,Rural,Aloo Gobi
89,Surat,Gujarat,34,Winter,High,Low,9,Good,Rural,Aloo Gobi
58,Visakhapatnam,Andhra Pradesh,36,Summer,Medium,High,9,Good,Urban,Chole Bhature
52,Lucknow,Uttar Pradesh,19,Autumn,High,Low,8,Average,Urban,Roti with Dal Tadka
94,Kolkata,West Bengal,15,Summer,Low,Low,8,Average,Urban,Vegetable Pulao
52,Chennai,Tamil Nadu,16,Summer,High,Low,6,Excellent,Urban,Kulfi
91,Kochi,Kerala,35,Summer,Medium,Low,4,Poor,Urban,Quinoa Upma
50,Bangalore,Karnataka,32,Monsoon,Medium,High,9,Good,Rural,Corn on the Cob (Bhutta)
78,Chandigarh,Chandigarh,37,Summer,Low,High,9,Good,Urban,Kulfi
68,Bhopal,Madhya Pradesh,41,Summer,High,Medium,7,Average,Rural,Curd Rice
56,Ludhiana,Punjab,11,Summer,Medium,Medium,9,Average,Rural,Vegetable Pulao
95,Pune,Maharashtra,22,Autumn,High,High,5,Good,Rural,Chole Bhature
57,Visakhapatnam,Andhra Pradesh,22,Monsoon,High,Low,5,Excellent,Rural,Chole Bhature
82,Srinagar,Jammu and Kashmir,14,Summer,Low,High,6,Average,Urban,Kadai Paneer
69,Delhi,Delhi,18,Winter,Low,Low,7,Average,Urban,Paneer Butter Masala
88,Kochi,Kerala,33,Winter,High,High,8,Average,Urban,Vegetable Pulao
99,Nagpur,Maharashtra,34,Monsoon,Medium,High,6,Excellent,Urban,Moong Dal Khichdi
56,Indore,Madhya Pradesh,42,Monsoon,High,High,4,Average,Rural,Kadai Paneer
64,Jaipur,Rajasthan,27,Summer,Low,Medium,7,Good,Rural,Chole Bhature
71,Pune,Maharashtra,33,Monsoon,High,Low,9,Average,Rural,Paneer Butter Masala
76,Srinagar,Jammu and Kashmir,20,Monsoon,Low,High,6,Excellent,Urban,Paneer Butter Masala
86,Bangalore,Karnataka,14,Autumn,High,Medium,7,Average,Rural,Paneer Butter Masala
87,Delhi,Delhi,12,Autumn,Low,Medium,9,Good,Urban,Vegetable Pulao
87,Hyderabad,Telangana,14,Autumn,High,Medium,9,Excellent,Rural,Chole Bhature
82,Lucknow,Uttar Pradesh,28,Monsoon,High,High,8,Excellent,Rural,Pakoras with Chai
67,Mumbai,Maharashtra,15,Summer,Medium,Medium,7,Poor,Rural,Aloo Gobi
80,Guwahati,Assam,27,Winter,Low,Medium,6,Good,Urban,Gajar ka Halwa
62,Kochi,Kerala,13,Monsoon,Low,Medium,7,Good,Rural,Paneer Butter Masala
75,Mumbai,Maharashtra,41,Autumn,Medium,Medium,6,Good,Urban,Chole Bhature
62,Agra,Uttar Pradesh,34,Winter,Low,Low,8,Average,Urban,Aloo Gobi
52,Visakhapatnam,Andhra Pradesh,35,Autumn,Low,Low,5,Excellent,Rural,Tandoori Chicken Salad
78,Chennai,Tamil Nadu,15,Autumn,Low,Medium,7,Average,Urban,Paneer Butter Masala
74,Lucknow,Uttar Pradesh,36,Summer,Low,Medium,9,Poor,Rural,Curd Rice
83,Guwahati,Assam,35,Autumn,Medium,Medium,8,Excellent,Rural,Vegetable Pulao
52,Jaipur,Rajasthan,10,Monsoon,Medium,High,6,Good,Rural,Roti with Dal Tadka
61,Hyderabad,Telangana,41,Winter,Medium,Medium,6,Excellent,Urban,Gajar ka Halwa
60,Chandigarh,Chandigarh,13,Autumn,High,Medium,4,Good,Rural,Chole Bhature
60,Kolkata,West Bengal,12,Monsoon,High,Low,5,Average,Rural,Chole Bhature
82,Nagpur,Maharashtra,11,Winter,Low,High,8,Excellent,Urban,Mutton Rogan Josh
96,Nagpur,Maharashtra,18,Summer,Low,Low,9,Good,Rural,Aloo Gobi
77,Kochi,Kerala,11,Summer,Medium,Medium,4,Good,Rural,Aloo Gobi
74,Nagpur,Maharashtra,14,Summer,Low,Medium,7,Good,Urban,Chole Bhature
55,Surat,Gujarat,33,Winter,High,Low,4,Good,Rural,Gajar ka Halwa
50,Mumbai,Maharashtra,41,Autumn,Medium,Low,8,Poor,Urban,Paneer Butter Masala
94,Kolkata,West Bengal,42,Winter,High,Medium,8,Average,Rural,Dal Makhani
81,Srinagar,Jammu and Kashmir,35,Monsoon,Low,Low,9,Good,Rural,Quinoa Upma
63,Srinagar,Jammu and Kashmir,19,Summer,High,High,4,Average,Rural,Lemon Rice
57,Ludhiana,Punjab,37,Summer,Medium,High,5,Good,Urban,Dal Makhani
100,Surat,Gujarat,12,Autumn,High,Low,5,Good,Urban,Oats Idli
56,Surat,Gujarat,21,Autumn,Low,Medium,6,Good,Rural,Roti with Dal Tadka
81,Bhopal,Madhya Pradesh,10,Summer,Low,Medium,8,Average,Urban,Roti with Dal Tadka
74,Varanasi,Uttar Pradesh,35,Monsoon,High,Low,8,Good,Urban,Vegetable Pulao
69,Bangalore,Karnataka,13,Monsoon,High,Low,8,Excellent,Rural,Quinoa Upma
53,Surat,Gujarat,11,Summer,Low,Low,7,Good,Rural,Sprout Salad
79,Varanasi,Uttar Pradesh,10,Monsoon,Medium,Low,5,Poor,Rural,Oats Idli
58,Chennai,Tamil Nadu,22,Monsoon,Low,High,7,Good,Urban,Corn on the Cob (Bhutta)
87,Varanasi,Uttar Pradesh,28,Autumn,High,High,8,Excellent,Rural,Rajma Chawal
81,Delhi,Delhi,39,Autumn,Medium,Low,4,Average,Urban,Aloo Gobi
81,Nagpur,Maharashtra,34,Monsoon,Medium,Low,5,Average,Urban,Oats Idli
67,Delhi,Delhi,15,Winter,Low,High,6,Excellent,Rural,Sarson ka Saag with Makki di Roti
61,Ludhiana,Punjab,32,Winter,Low,Medium,4,Average,Urban,Dal Makhani
59,Surat,Gujarat,17,Monsoon,High,Low,9,Good,Rural,Moong Dal Khichdi
56,Ahmedabad,Gujarat,37,Monsoon,Medium,Medium,4,Poor,Rural,Vegetable Pulao
69,Ahmedabad,Gujarat,34,Autumn,Low,Low,7,Excellent,Urban,Chole Bhature
67,Surat,Gujarat,25,Summer,Low,Low,8,Excellent,Urban,Vegetable Pulao
87,Varanasi,Uttar Pradesh,37,Autumn,High,High,6,Poor,Urban,Kadai Paneer
57,Indore,Madhya Pradesh,40,Monsoon,Medium,Medium,9,Poor,Urban,Samosa
95,Srinagar,Jammu and Kashmir,14,Summer,High,Medium,6,Excellent,Rural,Aloo Gobi
65,Srinagar,Jammu and Kashmir,18,Summer,High,Medium,7,Good,Rural,Vegetable Pulao
61,Pune,Maharashtra,16,Autumn,High,Low,9,Good,Rural,Aloo Gobi
88,Mumbai,Maharashtra,13,Monsoon,High,High,9,Average,Urban,Aloo Gobi
72,Lucknow,Uttar Pradesh,21,Autumn,High,Medium,9,Average,Rural,Chole Bhature
66,Bhopal,Madhya Pradesh,14,Autumn,Low,Medium,6,Average,Urban,Roti with Dal Tadka
85,Chennai,Tamil Nadu,21,Monsoon,High,Medium,9,Poor,Urban,Corn on the Cob (Bhutta)
51,Guwahati,Assam,18,Monsoon,High,Low,4,Good,Urban,Sprout Salad
99,Ludhiana,Punjab,12,Summer,Medium,Low,4,Average,Rural,Curd Rice
61,Visakhapatnam,Andhra Pradesh,37,Summer,Low,High,5,Average,Rural,Paneer Butter Masala
99,Visakhapatnam,Andhra Pradesh,32,Summer,Low,Low,8,Good,Urban,Sprout Salad
98,Varanasi,Uttar Pradesh,13,Monsoon,High,Low,9,Excellent,Rural,Samosa
55,Surat,Gujarat,25,Autumn,Low,Medium,4,Average,Rural,Aloo Gobi
59,Kolkata,West Bengal,40,Autumn,Medium,Low,5,Excellent,Urban,Paneer Butter Masala
85,Guwahati,Assam,36,Monsoon,High,High,5,Average,Urban,Chole Bhature
96,Ahmedabad,Gujarat,11,Winter,Low,Medium,9,Good,Rural,Aloo Gobi
99,Ahmedabad,Gujarat,17,Monsoon,Low,Low,6,Average,Rural,Samosa
50,Lucknow,Uttar Pradesh,25,Autumn,Low,High,8,Poor,Rural,Aloo Gobi
59,Jaipur,Rajasthan,32,Autumn,High,Medium,5,Excellent,Urban,Aloo Gobi
53,Bhopal,Madhya Pradesh,25,Monsoon,Low,High,4,Poor,Rural,Vegetable Pulao
99,Nagpur,Maharashtra,16,Monsoon,Low,Medium,5,Average,Rural,Roti with Dal Tadka
50,Hyderabad,Telangana,14,Winter,Medium,High,5,Excellent,Rural,Chole Bhature
60,Guwahati,Assam,24,Autumn,High,Medium,4,Good,Rural,Chole Bhature
83,Lucknow,Uttar Pradesh,19,Summer,Low,Medium,8,Good,Rural,Paneer Butter Masala
54,Delhi,Delhi,33,Autumn,Low,Low,5,Excellent,Urban,Sprout Salad
78,Hyderabad,Telangana,26,Autumn,Medium,Low,7,Poor,Urban,Hyderabadi Dum Biryani
61,Jaipur,Rajasthan,40,Monsoon,Low,Medium,4,Poor,Urban,Chole Bhature
82,Varanasi,Uttar Pradesh,19,Autumn,Medium,High,6,Good,Urban,Dal Makhani
95,Delhi,Delhi,18,Winter,Medium,Medium,8,Average,Urban,Mutton Rogan Josh
72,Agra,Uttar Pradesh,26,Winter,Low,Medium,8,Good,Urban,Mutton Rogan Josh
86,Delhi,Delhi,34,Monsoon,Medium,Medium,8,Poor,Urban,Paneer Butter Masala
99,Srinagar,Jammu and Kashmir,20,Monsoon,Medium,Medium,7,Poor,Urban,Samosa
83,Surat,Gujarat,26,Winter,Medium,Medium,8,Good,Rural,Roti with Dal Tadka
88,Surat,Gujarat,39,Winter,High,Medium,9,Average,Urban,Dal Makhani
62,Indore,Madhya Pradesh,11,Monsoon,Medium,Low,7,Excellent,Rural,Roti with Dal Tadka
54,Patna,Bihar,11,Autumn,High,Medium,7,Excellent,Rural,Aloo Gobi
69,Kolkata,West Bengal,10,Summer,High,Low,9,Excellent,Rural,Roti with Dal Tadka
88,Nagpur,Maharashtra,39,Summer,High,High,8,Poor,Rural,Roti with Dal Tadka
